Symbol,Name,MarketCap,Country,Sector,Industry
RPRX,Repros Therapeutics Inc.,43220212.04,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CSBR,Champions Oncology  Inc.,43511185,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ISSC,Innovative Solutions and Support  Inc.,43575266.04,United States,Technology,EDP Services
PBCP,Polonia Bancorp  Inc.,43730744.32,United States,Finance,Savings Institutions
BLPH,Bellerophon Therapeutics  Inc.,43771357.95,United States,Health Care,Major Pharmaceuticals
JXSB,Jacksonville Bancorp Inc.,43843313.5,United States,Finance,Savings Institutions
PIH,1347 Property Insurance Holdings  Inc.,43857282,United States,Finance,Property-Casualty Insurers
WINS,Wins Finance Holdings Inc.,44605050,United States,Finance,Business Services
KEQU,Kewaunee Scientific Corporation,44647344.35,United States,Capital Goods,Medical Specialities
INTX,Intersections  Inc.,44796134.58,United States,Technology,EDP Services
CCUR,Concurrent Computer Corporation,45175170.32,United States,Technology,Computer Manufacturing
EBMT,Eagle Bancorp Montana  Inc.,45225865.23,United States,Finance,Savings Institutions
GV,Goldfield Corporation (The),46066950.74,United States,Basic Industries,Water Supply
EEI,Ecology and Environment  Inc.,46163246.151,United States,Consumer Services,Military/Government/Technical
IIN,IntriCon Corporation,46298573.36,United States,Capital Goods,Electrical Products
CZWI,Citizens Community Bancorp  Inc.,46308324.15,United States,Finance,Savings Institutions
WEBK,Wellesley Bancorp  Inc.,46448198.544,United States,Finance,Banks
FHCO,Female Health Company (The),46592763.3,United States,Basic Industries,Specialty Chemicals
PESI,Perma-Fix Environmental Services  Inc.,46910364.16,United States,Basic Industries,Environmental Services
FXCM,FXCM Inc.,47369602.35,United States,Finance,Investment Bankers/Brokers/Service
PFBX,Peoples Financial Corporation,47389470.5,United States,Finance,Major Banks
UBCP,United Bancorp  Inc.,47531315.906,United States,Finance,Major Banks
ATLC,Atlanticus Holdings Corporation,47647756.4,United States,Finance,Finance: Consumer Services
BDL,Flanigan&#39;s Enterprises  Inc.,47860160.25,United States,Consumer Services,Restaurants
CYBE,CyberOptics Corporation,48124197.55,United States,Capital Goods,Electronic Components
ABIO,ARCA biopharma  Inc.,48137505.91,United States,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
HFBL,Home Federal Bancorp  Inc. of Louisiana,48305753.0241,United States,Finance,Savings Institutions
STEM,StemCells  Inc.,48419429.17,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
PBHC,Pathfinder Bancorp  Inc.,48483541.42,United States,Finance,Major Banks
EDUC,Educational Development Corporation,48485499.8,United States,Consumer Durables,Consumer Specialties
OESX,Orion Energy Systems  Inc.,48566385.12,United States,Consumer Durables,Building Products
DTRM,Determine  Inc. ,48849459.75,United States,Technology,Computer Software: Prepackaged Software
OGEN,Oragenics  Inc.,48879898.24,United States,Health Care,Major Pharmaceuticals
USBI,United Security Bancshares  Inc.,48950665.2,United States,Finance,Major Banks
TRCH,Torchlight Energy Resources  Inc.,48967600.99,United States,Energy,Oil & Gas Production
MNGA,MagneGas Corporation,49046508.07,United States,Technology,Industrial Machinery/Components
MTGEP,American Capital Mortgage Investment Corp.,49177600,United States,Consumer Services,Real Estate Investment Trusts
SIBC,State Investors Bancorp  Inc.,49198064.65,United States,Finance,Savings Institutions
BAMM,Books-A-Million  Inc.,49461708.6088,United States,Consumer Services,Other Specialty Stores
YOD,You On Demand Holdings  Inc.,49573320.48,United States,Consumer Services,Television Services
VKTX,Viking Therapeutics  Inc.,49797058.08,United States,Health Care,Major Pharmaceuticals
EACQ,Easterly Acquisition Corp.,49846500,United States,Finance,Business Services
FTEK,Fuel Tech  Inc.,50504530.88,United States,Capital Goods,Pollution Control Equipment
AFCB,Athens Bancshares Corporation,50763083.1,United States,Finance,Savings Institutions
CEMI,Chembio Diagnostics  Inc.,50933431.92,United States,Health Care,Major Pharmaceuticals
CERCU,Cerecor Inc.,50972396.28,United States,Health Care,Major Pharmaceuticals
AMTX,Aemetis  Inc,51020418.04,United States,Basic Industries,Major Chemicals
LRAD,LRAD Corporation,51035762.6,United States,Consumer Non-Durables,Consumer Electronics/Appliances
DIT,AMCON Distributing Company,51270014.2812,United States,Consumer Non-Durables,Food Distributors
NTIP,Network-1 Technologies  Inc.,51276467,United States,Technology,Computer Software: Prepackaged Software
GLDC,Golden Enterprises  Inc.,51377494.35,United States,Consumer Non-Durables,Packaged Foods
IBIO,iBio  Inc.,51421397.65,United States,Health Care,Major Pharmaceuticals
UNAM,Unico American Corporation,51521333.8443,United States,Finance,Property-Casualty Insurers
ONCS,OncoSec Medical Incorporated,51750955.46,United States,Health Care,Major Pharmaceuticals
SFBC,Sound Financial Bancorp  Inc.,51780330,United States,Finance,Savings Institutions
HBK,Hamilton Bancorp  Inc.,51784070.1387,United States,Finance,Savings Institutions
TST,TheStreet  Inc.,51931771.62,United States,Consumer Services,Newspapers/Magazines
TAYD,Taylor Devices  Inc.,52174694.39,United States,Capital Goods,Industrial Machinery/Components
HMNF,HMN Financial  Inc.,52225703.45,United States,Finance,Savings Institutions
BCLI,Brainstorm Cell Therapeutics Inc.,52301108.31,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
VCEL,Vericel Corporation,52333314,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
IDSY,I.D. Systems  Inc.,52425624.08,United States,Consumer Durables,Telecommunications Equipment
GSS,Golden Star Resources  Ltd,52499213.19,United States,Basic Industries,Precious Metals
DSCO,Discovery Laboratories  Inc.,52636162.5382,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CYTX,Cytori Therapeutics Inc,53001407.1672,United States,Health Care,Medical/Dental Instruments
PVA,Penn Virginia Corporation,53062191.4218,United States,Energy,Oil & Gas Production
UCP,UCP  Inc.,53296651.1,United States,Capital Goods,Homebuilding
EMCF,Emclaire Financial Corp,53350101.42,United States,Finance,Major Banks
CDNA,CareDx  Inc.,53493340.5,United States,Health Care,Medical Specialities
DSKX,DS Healthcare Group  Inc.,53714488.88,United States,Consumer Non-Durables,Package Goods/Cosmetics
CRBP,Corbus Pharmaceuticals Holdings  Inc.,53743811.52,United States,Health Care,Major Pharmaceuticals
NVFY,Nova Lifestyle  Inc,53798492.16,United States,Consumer Durables,Home Furnishings
VIRC,Virco Manufacturing Corporation,53843491.33,United States,Consumer Durables,Industrial Specialties
ESBK,Elmira Savings Bank NY (The),53856550,United States,Finance,Major Banks
CVSL,CVSL Inc.,53956339.15,United States,Consumer Services,Other Consumer Services
SPAN,Span-America Medical Systems  Inc.,54004598.31,United States,Health Care,Industrial Specialties
VLTC,Voltari Corporation,54047300.44,United States,Miscellaneous,Business Services
ATLS,Atlas Energy  L.P.,54102393.28,United States,Energy,Oil & Gas Production
BVX,Bovie Medical Corporation,54116559.49,United States,Health Care,Medical/Dental Instruments
FWM,Fairway Group Holdings Corp.,54241526.46,United States,Consumer Services,Food Chains
PTN,Palatin Technologies  Inc.,54287422.896,United States,Health Care,Major Pharmaceuticals
EBIO,Eleven Biotherapeutics  Inc.,54455790.85,United States,Health Care,Major Pharmaceuticals
MIND,Mitcham Industries  Inc.,54499092.56,United States,Technology,Diversified Commercial Services
SBFG,SB Financial Group  Inc.,54772022.35,United States,Finance,Major Banks
CNLM,CB Pharma Acquisition Corp.,54806400,United States,Finance,Business Services
CWAY,Coastway Bancorp  Inc.,54831755.405,United States,Finance,Savings Institutions
UBOH,United Bancshares  Inc.,54930628.5,United States,Finance,Major Banks
BHAC,Barington/Hilco Acquisition Corp.,55481092.8,United States,Finance,Business Services
NGHCP,National General Holdings Corp,55572000,United States,Finance,Property-Casualty Insurers
ACU,Acme United Corporation.,55689192.229,United States,Capital Goods,Industrial Machinery/Components
ADMP,Adamis Pharmaceuticals Corporation,55739575.45,United States,Health Care,Major Pharmaceuticals
FBSS,Fauquier Bankshares  Inc.,56168430,United States,Finance,Major Banks
CAS,Castle (A.M.) & Co.,56352153.6,United States,Basic Industries,Metal Fabrications
SVBI,Severn Bancorp Inc,56497722.4,United States,Finance,Major Banks
SLTD,Solar3D  Inc.,56574120.46,United States,Public Utilities,Telecommunications Equipment
TWER,Towerstream Corporation,56617789.328,United States,Consumer Services,Telecommunications Equipment
WBKC,Wolverine Bancorp  Inc.,56915079.882,United States,Finance,Banks
MLSS,Milestone Scientific  Inc.,57025327.38,United States,Health Care,Industrial Specialties
AIRT,Air T  Inc.,57272801.78,United States,Transportation,Air Freight/Delivery Services
AAMC,Altisource Asset Management Corp,57393934,United States,Finance,Real Estate
PERF,Perfumania Holdings  Inc,57481860.73,United States,Consumer Services,Other Specialty Stores
PFIE,Profire Energy  Inc.,57514023,United States,Energy,Metal Fabrications
HSGX,Histogenics Corporation,57580140.9,United States,Health Care,Industrial Specialties
SRT,StarTek  Inc.,57758485.75,United States,Technology,Professional Services
AEMD,Aethlon Medical  Inc.,57837853.3656,United States,Capital Goods,Biotechnology: Laboratory Analytical Instruments
CWBC,Community West Bancshares,57839313.9,United States,Finance,Major Banks
TFSC,1347 Capital Corp.,57993000,United States,Finance,Business Services
SITO,SITO Mobile  Ltd.,58013311.9,United States,Miscellaneous,Business Services
VBIV,VBI Vaccines Inc.,58036255.2,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SBCP,Sunshine Bancorp  Inc.,58219624,United States,Finance,Savings Institutions
CVM,Cel-Sci Corporation,58293443.5622,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MGYR,Magyar Bancorp  Inc.,58485332.7506,United States,Finance,Savings Institutions
BYBK,Bay Bancorp  Inc.,58632124.5,United States,Finance,Major Banks
CLUB,Town Sports International Holdings  Inc.,58716556.92,United States,Consumer Services,Hotels/Resorts
EMAN,eMagin Corporation,58788247.98,United States,Technology,Semiconductors
PXLW,Pixelworks  Inc.,59067862.5,United States,Technology,Semiconductors
CDZI,Cadiz  Inc.,59164704.08,United States,Public Utilities,Water Supply
CBK,Christopher & Banks Corporation,59260661.04,United States,Consumer Services,Clothing/Shoe/Accessory Stores
DVCR,Diversicare Healthcare Services Inc.,59421321.83,United States,Health Care,Hospital/Nursing Management
IMMY,Imprimis Pharmaceuticals  Inc.,59773778.61,United States,Health Care,Major Pharmaceuticals
ESES,Eco-Stim Energy Solutions  Inc.,59998210.02,United States,Energy,Oilfield Services/Equipment
NTWK,NetSol Technologies Inc.,60017737.32,United States,Technology,Computer Software: Prepackaged Software
ESP,Espey Mfg. & Electronics Corp.,60032569.8,United States,Capital Goods,Industrial Machinery/Components
IO,Ion Geophysical Corporation,60233055.1458,United States,Energy,Oil & Gas Production
ETAK,Elephant Talk Communications Corp.,60263495.9605,United States,Technology,EDP Services
XPLR,Xplore Technologies Corp,60281013.42,United States,Technology,Computer Manufacturing
INOD,Innodata Inc.,60302695.46,United States,Technology,EDP Services
CPXX,Celator Pharmaceuticals Inc.,60501174.81,United States,Health Care,Major Pharmaceuticals
RBPAA,Royal Bancshares of Pennsylvania  Inc.,60584407.94,United States,Finance,Major Banks
PMD,Psychemedics Corporation,60732459.2,United States,Health Care,Medical Specialities
HTM,U.S. Geothermal Inc.,60794805.125,United States,Public Utilities,Electric Utilities: Central
MEIP,MEI Pharma  Inc.,61139234.63,United States,Health Care,Major Pharmaceuticals
FUNC,First United Corporation,61232729.8,United States,Finance,Major Banks
MARK,Remark Media  Inc.,61335914.52,United States,Consumer Services,Telecommunications Equipment
LF,Leapfrog Enterprises Inc,61480397.424,United States,Consumer Non-Durables,Recreational Products/Toys
SBBX,Sussex Bancorp,61611104.88,United States,Finance,Major Banks
BBLU,Blue Earth  Inc.,61745798.707,United States,Public Utilities,Electric Utilities: Central
HIIQ,Health Insurance Innovations  Inc.,61963087.5,United States,Finance,Specialty Insurers
INTG,The Intergroup Corporation,62033563.89,United States,Consumer Services,Building operators
ANCB,Anchor Bancorp,62086200,United States,Finance,Banks
LOJN,LoJack Corporation,62148930.65,United States,Consumer Durables,Telecommunications Equipment
CYRN,CYREN Ltd.,62165743.2,United States,Technology,Computer Software: Prepackaged Software
BTN,Ballantyne Strong  Inc,62206742.4,United States,Miscellaneous,Industrial Machinery/Components
MHR,Magnum Hunter Resources Corporation,62302400.224,United States,Energy,Oil & Gas Production
TGEN,Tecogen Inc.,62414147.24,United States,Capital Goods,Industrial Machinery/Components
RWC,RELM Wireless Corporation,62418701.8,United States,Technology,Radio And Television Broadcasting And Communications Equipment
FXEN,FX Energy  Inc.,62551407.84,United States,Energy,Oil & Gas Production
PBSK,Poage Bankshares  Inc.,62579667.4,United States,Finance,Savings Institutions
ARO,Aeropostale Inc,62586833.1396,United States,Consumer Services,Clothing/Shoe/Accessory Stores
GALT,Galectin Therapeutics Inc.,62669510.75,United States,Health Care,Major Pharmaceuticals
MBII,Marrone Bio Innovations  Inc.,62949647.04,United States,Basic Industries,Agricultural Chemicals
TEAR,TearLab Corporation,63132890.48,United States,Health Care,Medical/Dental Instruments
ASRV,AmeriServ Financial Inc.,63217216.85,United States,Finance,Major Banks
INFU,InfuSystems Holdings  Inc.,63489040.7,United States,Health Care,Medical/Dental Instruments
GMAN,Gordmans Stores  Inc.,63519162.56,United States,Consumer Services,Clothing/Shoe/Accessory Stores
ADK,Adcare Health Systems Inc,63614134.4,United States,Health Care,Hospital/Nursing Management
RMCF,Rocky Mountain Chocolate Factory  Inc.,63649416.4,United States,Consumer Non-Durables,Specialty Foods
EVOL,Evolving Systems  Inc.,63834030.87,United States,Technology,EDP Services
IPAS,iPass Inc.,63847669.6489,United States,Technology,EDP Services
